Customer_ID,Age,Annual_Income,Monthly_Spend,Savings,Credit_Score,Loan_Amount,Transactions_Per_Month,Avg_Transaction_Value,Account_Tenure_Years,Online_Sessions_Per_Month,Returned_Transactions
14088,24,64500,1812,16861,668,15838,36,64,7,21,2
14089,31,63786,1254,14598,751,3658,35,76,2,27,1
14090,33,30444,1710,9215,678,38816,42,87,8,13,2
14091,39,46768,2467,16574,733,9003,26,25,0,14,0
14092,36,45258,2298,7936,688,35580,29,45,11,22,2
14093,22,51398,1304,0,712,25530,22,10,4,14,3
14094,35,56441,1306,23538,743,31945,26,52,10,25,0
14095,38,76650,2433,14452,604,26511,32,66,6,21,2
14096,32,48759,953,816,687,28555,27,85,10,17,0
14097,48,59600,1054,25825,669,29700,29,28,11,24,2
14098,51,70972,2949,6859,624,3181,29,70,3,16,3
14099,39,35103,2350,7678,757,26473,27,66,13,33,0
14100,42,58138,1394,2930,636,17628,31,37,4,12,2
14101,18,65120,1332,6427,630,35313,29,67,12,20,4
14102,34,37726,1011,5118,770,19585,33,63,6,27,3
14103,52,72945,1849,14124,628,39539,42,57,5,16,2
14104,34,59712,1475,16702,606,25945,31,47,15,18,0
14105,31,74161,1736,12143,668,32269,25,90,5,30,4
14106,67,72656,1567,3476,715,35386,35,99,3,18,1
14107,61,58940,1951,18551,669,664,38,113,6,16,2
14108,45,47468,1589,27253,690,38773,25,101,11,30,1
14109,53,66259,1310,18639,621,33492,28,29,2,20,3
14110,18,20000,1374,16765,594,28840,41,61,9,13,0
14111,30,39687,2841,21460,635,29353,34,32,7,14,1
14112,34,53342,2679,14024,711,12318,26,116,2,14,6
14113,37,59334,1822,18079,762,34267,26,106,9,23,0
14114,34,96100,2182,27417,741,0,19,112,7,16,0
14115,18,69521,2171,2682,701,20855,26,79,4,15,2
14116,44,91529,1557,12563,639,20579,32,84,7,17,0
14117,46,50552,1222,22163,714,12692,34,55,4,17,2
14118,59,41253,1421,11051,526,23181,20,95,3,27,0
14119,30,48495,866,13042,656,23058,26,62,9,20,3
14120,29,53789,1791,12723,635,34032,26,56,9,20,2
14121,18,28591,1584,8361,614,32940,26,26,14,19,3
14122,36,54938,2141,12650,817,30437,30,65,9,18,3
14123,50,56953,1499,23887,706,16825,37,76,3,21,1
14124,32,25451,2188,19785,655,9312,27,94,6,18,1
14125,65,55143,2795,13003,652,20491,39,77,11,23,1
14126,36,31753,1701,17866,774,40669,29,84,6,23,1
14127,41,50759,2016,9585,599,12333,24,109,5,17,4
14128,23,63385,2218,27960,791,38696,37,91,8,18,2
14129,43,29401,1826,6997,721,11805,39,107,5,9,0
14130,18,48289,1877,0,608,12601,24,97,4,29,0
14131,48,70694,721,0,779,24433,20,76,7,20,3
14132,48,62313,2623,6666,752,42247,30,75,9,22,2
14133,56,56676,1091,30011,706,31165,33,103,14,22,1
14134,27,60792,2705,14841,750,39926,33,40,11,30,1
14135,41,36776,1568,25314,627,22512,30,79,7,17,0
14136,46,43205,1670,10315,689,25630,27,108,11,19,0
14137,45,52711,2321,21410,622,32959,33,55,1,16,2
14138,29,48218,718,11421,655,32920,27,61,3,25,1
14139,18,63543,2083,10132,665,27849,31,16,7,22,1
14140,44,63677,2465,19037,701,0,37,74,8,10,0
14141,38,50342,1371,18160,758,19640,21,82,4,20,0
14142,33,71492,2163,4206,676,0,39,87,7,23,1
14143,49,39695,1851,18185,799,0,28,63,7,21,2
14144,39,61117,2809,6606,626,31068,31,36,6,16,1
14145,24,78208,2036,22015,759,45891,29,55,9,19,0
14146,18,73722,2824,8865,887,20524,34,77,8,30,1
14147,26,30816,1273,18678,718,11012,25,46,6,11,3
14148,68,70893,2524,6950,690,25230,34,61,1,24,0
14149,48,36355,1859,28269,608,762,32,74,12,26,3
14150,42,20000,1886,32851,698,25467,35,77,14,23,3
14151,37,62178,1419,13349,681,0,32,79,5,19,2
14152,37,68960,1996,16781,614,14137,28,36,10,16,1
14153,54,34816,2507,6974,648,13772,29,74,8,18,3
14154,34,77414,669,19361,661,5209,37,16,2,16,1
14155,46,51332,2978,12886,626,20495,31,105,1,14,1
14156,35,41894,3070,14311,778,30382,29,84,9,20,1
14157,63,60434,2986,7683,592,21153,45,23,17,13,2
14158,48,65868,1248,19928,639,11223,26,106,0,26,1
14159,54,68250,1696,11829,747,42033,31,50,7,19,2
14160,32,43756,1663,6553,688,28557,29,38,2,17,3
14161,52,60491,1891,10396,744,27564,39,52,6,24,3
14162,36,57470,2313,28391,719,47991,19,46,9,17,2
14163,41,35637,2761,10100,737,12345,24,87,6,14,3
14164,59,39180,1714,10199,629,26449,30,58,8,17,3
14165,27,62649,1601,7443,639,37965,28,65,1,22,2
14166,42,48464,1132,0,748,19893,24,52,6,17,2
14167,45,62186,1265,4769,565,18726,31,109,9,20,1
14168,46,71235,1566,11070,570,24394,35,109,8,25,1
14169,34,57750,1374,12497,636,24225,27,55,8,24,3
14170,65,69696,2294,19038,688,15727,27,33,3,14,1
14171,24,60265,1402,13902,593,29115,33,79,2,16,2
14172,57,75284,655,5062,727,31661,26,58,13,18,2
14173,54,67176,1867,3118,836,40657,36,91,6,16,3
14174,62,70960,2280,12395,759,21065,22,56,0,28,1
14175,20,53131,871,25431,711,14889,28,34,6,24,3
14176,29,47028,1676,14854,783,28342,33,33,0,29,2
14177,57,60346,1268,6402,736,28043,29,46,0,23,1
14178,18,46665,1996,28137,731,11539,30,59,8,22,1
14179,20,76979,2602,15936,726,19710,29,75,0,21,2
14180,34,60716,2156,18097,626,11100,23,73,12,28,1
14181,42,65160,1859,12878,736,0,27,78,8,20,0
14182,59,53938,2211,11118,671,0,27,60,13,20,1
14183,37,63531,2270,22658,529,39647,31,55,6,28,0
14184,32,20000,1831,22779,641,20014,29,70,4,20,1
14185,43,72542,1961,18133,740,0,24,77,6,12,0
14186,45,20000,2141,20106,634,0,31,23,11,21,1
14187,45,43439,838,12965,767,37801,29,68,1,17,0
14188,37,56283,2203,22124,811,0,23,77,2,22,1
14189,18,62711,1209,3363,676,27446,39,32,6,20,1
14190,28,80978,2272,22399,746,30137,24,91,6,23,3
14191,57,54120,1167,6488,690,12708,35,56,0,18,1
14192,42,65120,1358,16534,630,12380,29,70,7,25,1
14193,36,41593,955,18454,653,13999,35,67,6,23,1
14194,53,74028,2245,12458,615,22857,34,23,12,23,0
14195,26,53149,1119,14930,701,41796,26,87,5,21,4
14196,37,45075,1945,6963,601,18646,30,50,5,18,0
14197,41,57549,1773,10438,698,13492,31,41,0,20,1
14198,34,56464,3235,3503,619,0,31,34,5,15,1
14199,41,70103,2132,17707,774,35169,33,48,11,16,1
14200,37,86641,1944,15469,612,0,40,123,7,18,4
14201,23,46366,1306,12452,561,27809,27,50,5,17,1
14202,42,20000,1391,16463,704,26594,31,32,11,18,4
14203,24,79917,1605,12596,558,0,42,62,11,27,2
14204,41,70236,990,21928,642,7905,37,38,5,26,2
14205,56,65265,1766,21244,660,10934,27,90,4,16,1
14206,36,58402,1671,18658,638,42862,31,78,8,18,0
14207,25,69934,2425,6961,524,13034,30,100,0,21,1
14208,38,44359,2285,25106,650,23294,26,5,4,17,1
14209,30,66751,1735,10992,639,46658,33,51,14,24,2
14210,47,46168,1533,11550,727,18939,26,98,11,23,2
14211,38,85698,2217,11551,600,0,43,81,9,18,1
14212,60,46689,1843,11591,641,28684,20,31,2,25,2
14213,53,35236,2347,20939,778,2752,26,63,1,24,0
14214,38,262680,15036,0,337,82566,24,37,0,22,2
14215,48,68085,1533,574,586,12175,30,46,6,15,0
14216,35,58860,1628,15196,568,16339,32,79,7,21,4
14217,40,47032,1081,11215,609,23099,39,36,7,17,2
14218,35,42358,1932,19693,752,16491,25,8,0,17,3
14219,49,84154,1910,20470,761,16866,20,64,5,17,0
14220,57,52384,1828,7000,705,14597,28,63,4,26,0
14221,49,37015,1298,19646,713,25318,25,38,11,25,1
14222,51,38488,2101,2482,627,45060,22,37,8,22,2
14223,51,62241,1612,0,768,12519,33,31,4,18,2
14224,46,60835,1477,27528,678,9831,34,25,7,25,3
14225,26,37127,1554,10153,668,6011,24,59,7,27,1
14226,60,45296,2523,7012,776,0,35,82,6,14,2
14227,61,63197,1204,26427,652,23901,39,21,9,22,1
14228,37,70050,1740,19082,702,20518,32,58,13,17,3
14229,35,66640,1618,24043,630,17630,29,33,0,24,1
14230,47,52431,1800,15089,670,15001,30,48,2,15,4
14231,46,56991,1913,9753,801,12262,27,106,11,26,0
14232,37,58566,1659,15819,678,42051,42,73,4,14,4
14233,24,52231,1610,16989,614,34825,17,73,9,20,1
14234,43,63248,1631,22052,753,35590,34,55,4,23,3
14235,46,58431,2187,7689,691,15836,21,57,7,22,1
14236,48,74392,895,9714,616,0,28,82,5,24,5
14237,44,53021,1112,11652,621,23868,29,21,9,15,2
14238,36,37812,1589,13486,793,15187,20,71,7,23,4
14239,51,44978,1549,8470,755,14879,21,61,10,21,0
14240,40,57608,2026,16631,500,7876,27,12,0,22,1
14241,34,37215,2074,19217,712,0,37,36,11,23,2
14242,37,55792,1879,20133,680,22061,28,61,1,21,1
14243,19,61643,1332,9971,728,22200,19,67,6,15,3
14244,37,54841,1646,15414,693,62690,21,83,2,19,0
14245,48,35502,1906,29821,660,52966,30,59,9,21,0
14246,44,51232,1388,13507,742,12173,28,74,6,19,0
14247,58,67541,1354,18188,655,30987,34,112,1,21,2
14248,36,48166,1755,26186,691,37655,17,79,7,17,1
14249,45,59847,1817,6673,763,19744,32,81,4,26,4
14250,49,46482,1807,1754,646,46002,25,54,5,14,3
14251,68,50259,1334,18207,704,5428,31,44,4,18,0
14252,41,59920,2256,16121,780,46102,38,79,0,27,1
14253,27,42780,1510,11376,686,37065,36,77,9,17,1
14254,50,78136,1976,25171,623,16697,29,54,6,25,2
14255,62,62922,1096,19054,569,9575,37,77,6,11,4
14256,36,45768,2028,14640,657,23669,40,60,11,19,0
14257,50,42744,1376,6539,699,19802,30,56,0,21,0
14258,54,70139,1672,5597,706,0,34,58,0,20,3
14259,52,88522,1301,22487,690,14014,33,5,0,20,1
14260,41,48762,2162,24644,602,16244,29,79,8,18,2
14261,31,20000,1788,12959,642,10509,26,88,0,16,4
14262,39,52118,2035,19892,666,12503,30,26,8,12,5
14263,45,70313,2030,5341,514,12210,17,47,9,29,0
14264,50,44855,1616,25261,663,12721,29,62,12,20,1
14265,44,62453,925,11449,593,31071,26,55,6,17,2
14266,35,38983,2017,17068,637,17604,31,84,12,18,3
14267,46,72229,1819,20603,684,26555,34,37,7,11,0
14268,50,51225,1118,15364,734,25292,36,48,10,14,0
14269,44,62195,1118,21421,648,0,24,52,7,27,3
14270,29,611694,12390,85884,428,0,28,79,8,17,0
14271,37,64447,2188,27151,668,36390,22,89,0,19,2
14272,51,72131,938,6811,658,19747,29,34,3,25,2
14273,23,56684,1508,6174,478,21352,30,70,9,22,2
14274,18,45492,1437,23868,669,21051,31,67,3,19,2
14275,58,54331,1439,23957,697,18610,34,89,9,25,2
14276,46,21124,1925,14205,644,28239,42,55,8,32,3
14277,47,73278,2634,10308,795,23503,22,64,13,25,4
14278,27,59823,1939,21591,740,44252,42,56,6,19,0
14279,48,76647,1306,31419,809,43589,30,71,2,16,2
14280,43,54234,2448,14791,676,13083,42,77,2,24,1
14281,20,71899,1670,10405,701,19613,36,38,8,16,1
14282,57,54098,1959,7166,714,29107,24,5,7,24,1
14283,41,58908,2768,23566,619,28268,33,26,0,12,1
14284,35,53449,2150,20697,544,33370,28,86,17,18,1
14285,35,55915,1251,19570,743,9361,27,31,5,18,2
14286,18,45984,1061,28364,734,29193,24,98,7,24,1
14287,47,88843,704,13840,639,37633,23,33,11,21,5
14288,43,62208,2029,12019,616,44532,28,110,7,22,2
14289,37,89131,1145,9046,616,22734,30,83,3,18,0
14290,55,59541,2182,14574,635,40518,23,81,5,21,0
14291,23,53190,1712,30054,648,27147,27,80,5,21,1
14292,32,58659,2495,19277,806,25607,33,67,9,12,1
14293,29,62742,1946,22184,680,40527,25,87,8,14,3
14294,36,79847,1916,17427,657,23247,31,51,13,28,2
14295,40,43621,2136,31264,704,5525,26,95,5,25,0
14296,45,89300,2115,14921,604,4160,27,12,7,28,1
14297,35,34600,1264,10232,702,12488,33,40,6,25,0
14298,29,30623,2484,11518,741,7882,38,47,11,14,0
14299,60,67388,1777,12386,662,28729,38,50,0,20,2
14300,68,51551,1435,15671,683,1982,21,51,4,20,1
14301,41,47858,750,9394,631,29514,31,75,6,28,2
14302,30,43228,1187,21950,628,0,33,5,11,19,2
14303,57,66096,1127,0,609,35607,26,86,9,19,0
14304,22,42888,958,1603,728,11260,32,50,9,9,2
14305,35,55139,319,11894,683,8380,31,55,5,31,2
14306,31,51021,1921,18279,715,22488,41,49,5,17,2
14307,26,36869,1487,5986,786,51901,35,6,4,26,1
14308,36,66960,1661,10422,595,2175,27,64,0,16,2
14309,29,20000,1695,10813,583,7309,27,47,6,17,1
14310,40,52419,2047,8703,640,6930,25,70,0,27,0
14311,40,84607,2129,26542,710,20273,32,69,7,14,2
14312,32,50823,2111,8569,665,19076,33,42,3,21,6
14313,35,72860,1754,20373,728,562,28,51,8,20,3
14314,37,29859,2093,34336,635,18615,24,61,2,13,2
14315,49,54588,1826,6164,661,19645,32,31,8,13,2
14316,38,42229,2208,4209,708,5636,35,60,5,24,0
14317,49,28966,1646,14984,660,39220,33,64,7,28,0
14318,47,67508,1960,9799,541,32916,31,67,4,15,1
14319,46,51924,2045,25363,684,12894,23,75,13,22,1
14320,56,56547,1393,13318,752,24211,35,93,14,12,3
14321,26,32083,1834,10230,782,41970,31,60,11,20,2
14322,34,44262,2788,20542,696,22075,21,54,10,10,1
14323,61,64702,300,15401,647,23577,38,59,0,28,4
14324,36,36443,2185,5641,692,37335,36,49,16,23,3
14325,18,33586,1347,11549,772,0,32,76,0,22,2
14326,37,79714,1585,15274,690,19037,33,17,10,20,0
14327,41,27796,1217,10204,710,35347,32,71,4,10,0
14328,18,56421,1869,10411,645,21167,25,59,9,20,2
14329,56,76922,2294,311,552,11523,22,84,2,22,2
14330,31,51499,1938,25043,740,42080,30,113,2,24,1
14331,43,39483,1396,10168,759,31263,26,117,8,25,2
14332,37,40090,1692,27171,624,0,26,12,9,25,0
14333,24,71361,861,10453,626,20051,27,51,8,27,1
14334,27,62046,1549,17573,715,12220,28,41,6,17,3
14335,28,48553,1774,3742,690,6544,34,11,2,16,1
14336,53,72282,1696,12294,827,21832,24,106,2,20,2
14337,38,50448,1985,0,715,14175,35,87,2,18,1
14338,33,50724,2337,26714,720,5238,29,41,10,18,1
14339,28,53295,2597,27377,737,59133,38,39,11,19,1
14340,54,60692,1998,27135,571,21251,21,54,2,17,1
14341,57,30481,2058,21323,526,34846,25,34,4,24,1
14342,54,83021,1005,6122,677,18725,38,69,7,12,3
14343,45,58203,2625,28051,642,52326,34,29,13,22,2
14344,43,60469,1880,17502,599,27767,33,61,6,15,0
14345,25,50438,2276,16342,647,11500,38,35,7,16,0
14346,37,81263,1303,20722,725,23813,39,21,4,16,2
14347,31,66615,1384,17214,621,39622,38,52,8,11,1
14348,18,64504,1232,16499,632,27555,29,109,7,20,1
14349,52,39579,1533,22746,816,0,26,20,6,19,3
14350,31,63905,1209,11368,613,3451,37,25,9,17,1
14351,54,35312,1698,0,637,24537,33,75,7,32,2
14352,50,65207,2166,10898,582,22935,34,63,2,16,1
14353,46,55640,2980,25729,703,10140,27,49,10,25,1
14354,47,53967,1414,26987,707,28231,30,55,7,20,2
14355,32,33800,1700,17783,673,11471,28,69,12,18,0
14356,62,45867,2052,28896,589,11011,27,63,4,23,0
14357,40,47767,2414,9598,706,18328,23,104,5,17,3
14358,43,75198,2059,12594,669,14368,33,46,8,20,4
14359,32,63766,2353,11734,757,24094,30,65,10,18,1
14360,28,35993,1278,24928,665,14180,34,93,7,20,0
14361,45,70429,1607,0,739,30769,22,61,1,21,1
14362,42,55431,1291,10188,762,19246,27,29,4,25,1
14363,30,52988,1951,21232,771,20915,42,14,3,23,0
14364,22,44054,1617,7981,605,49328,35,103,8,17,0
14365,24,55379,1330,23189,698,40673,31,28,7,26,2
14366,54,51170,3232,15452,891,50562,29,62,11,19,2
14367,32,73248,1520,18042,624,24187,28,48,4,25,2
14368,35,175816,13181,174867,346,4953,34,47,5,23,2
14369,57,53705,3087,21583,706,22394,27,44,13,24,3
14370,26,43555,1168,2027,591,17994,25,60,7,21,0
14371,31,42700,1530,21524,666,1397,29,81,12,25,0
14372,30,34051,1777,7546,686,2372,25,59,3,15,3
14373,59,38435,2261,7826,511,14044,31,65,6,23,3
14374,63,67461,1637,18942,825,23841,34,132,6,19,1
14375,49,46396,2172,9510,628,0,25,64,6,32,1
14376,49,64986,1668,5536,704,27455,36,73,8,19,0
14377,33,78167,2128,16847,626,15977,28,60,2,16,1
14378,63,74070,959,4776,759,0,30,73,12,20,2
14379,43,46326,1742,19826,712,23725,35,29,3,29,1
14380,50,27645,1872,14019,743,50367,29,70,12,11,1
14381,38,51570,2240,17472,784,0,31,45,12,18,0
14382,36,39631,1681,18964,639,0,29,78,10,15,2
14383,59,46650,1654,9594,633,28447,28,59,9,18,2
14384,46,84885,1581,5173,751,7,25,95,4,20,2
14385,57,26727,1492,21287,663,6569,43,28,8,14,1
14386,43,56327,2042,14602,797,30019,34,53,11,28,2
14387,29,50971,2019,18023,648,33697,31,85,9,20,3
14388,32,61875,1781,17207,550,40395,39,22,7,21,1
14389,41,25638,1276,21114,650,25033,30,14,5,28,1
14390,32,46647,1893,20647,732,29405,40,75,11,26,0
14391,26,47857,2116,9996,552,34301,25,85,14,19,0
14392,54,68595,2175,7615,781,35839,31,57,11,20,2
14393,33,57961,1986,22740,744,8691,24,39,10,22,0
14394,41,48723,1689,9824,697,0,28,81,16,22,2
14395,43,32830,1906,17095,784,37042,27,66,13,25,1
14396,32,89272,1935,12660,751,21916,31,77,7,30,0
14397,57,48248,1179,20654,742,24955,38,21,6,30,1
14398,26,40760,2473,11168,559,0,26,32,7,21,1
14399,43,48791,774,15595,673,0,29,32,6,20,0
14400,42,55162,1662,10240,670,2587,34,42,6,21,0
14401,39,56907,2411,13449,724,35990,40,27,6,25,0
14402,24,40947,2179,18632,723,9447,39,57,10,20,0
14403,50,36521,1945,23596,711,28949,30,70,10,28,4
14404,48,37259,1139,21774,575,28354,27,56,6,24,3
14405,31,32832,2480,0,679,12509,27,63,4,22,1
14406,48,52463,1346,18244,612,16430,23,56,10,19,2
14407,44,48578,2243,20917,770,18467,25,92,4,11,2
14408,24,49119,2384,31199,678,16965,38,65,10,14,4
14409,29,65063,536,20244,618,20892,30,56,8,24,2
14410,53,50705,1706,26834,773,6434,22,97,5,18,0
14411,43,20000,1719,25128,664,6363,31,106,7,21,2
14412,33,45846,1072,6386,561,17486,37,90,4,18,2
14413,29,60183,1808,1391,641,6344,33,38,11,20,1
14414,33,56007,1466,7007,795,25370,22,54,13,26,1
14415,34,51867,2137,18231,735,24587,29,96,0,23,1
14416,29,51288,1640,4894,683,22886,31,43,3,22,1
14417,19,68897,2497,16012,647,23325,25,72,10,16,1
14418,53,56647,1730,25309,593,22686,34,89,8,21,1
14419,51,50128,1257,0,580,37150,19,68,10,21,4
14420,24,64701,2069,24047,623,6409,33,58,11,25,3
14421,41,33321,2109,5295,665,0,40,81,9,31,1
14422,29,51073,1039,14597,639,37369,29,55,10,12,2
14423,36,55078,1268,29705,681,20287,33,63,7,15,1
14424,35,55469,1457,19141,714,18140,28,41,0,21,3
14425,34,52823,1522,22901,803,12445,36,5,3,14,3
14426,64,46712,1560,13170,723,7237,31,37,7,19,2
14427,34,46136,2028,8275,674,19782,34,41,13,12,2
14428,30,21123,1014,17822,588,0,33,51,4,20,0
14429,30,42871,1489,36827,827,29546,22,7,13,16,0
14430,52,43780,1100,13492,662,2145,32,38,8,20,6
14431,20,73030,1607,23899,637,37684,30,14,0,23,2
14432,30,66278,1862,12379,678,32792,31,33,4,26,1
14433,57,56351,1754,15769,672,35271,31,67,14,22,0
14434,42,33633,1839,11659,596,49622,30,50,1,22,0
14435,42,54144,2148,12184,702,9288,29,8,13,19,1
14436,65,46581,2347,11013,766,17944,29,64,0,22,1
14437,42,43197,973,16547,725,14414,29,31,9,25,3
14438,31,20139,2926,13157,565,24575,33,25,10,17,3
14439,36,53803,1380,8523,730,20789,23,47,9,16,4
14440,26,42657,1997,12193,624,28997,28,89,3,18,2
14441,55,62281,1115,10092,740,40916,20,77,4,28,1
14442,46,73741,1856,18460,479,22120,17,47,5,21,3
14443,53,85705,2369,109,612,29021,30,124,2,25,2
14444,54,48135,1958,14145,687,3634,32,99,10,25,0
14445,35,47965,1788,8325,782,21995,34,77,9,20,2
14446,28,70341,1810,19207,640,8972,33,76,8,25,0
14447,39,37898,1322,15492,771,10980,26,66,9,15,0
14448,29,70482,2597,23724,802,30835,26,85,6,16,1
14449,41,52592,2228,18676,757,0,29,65,10,21,1
14450,53,45226,2217,1493,703,4583,28,35,7,19,0
14451,37,56147,2070,15755,692,45027,21,58,2,18,0
14452,41,47292,986,9994,715,0,21,74,8,27,2
14453,38,71029,1803,11638,788,27352,37,41,12,17,3
14454,49,72899,2289,19521,745,36406,30,71,10,14,1
14455,31,45451,1634,15518,724,27121,24,36,14,22,2
14456,18,50989,2149,7908,578,43003,27,18,7,18,1
14457,45,47213,1304,3762,760,13070,31,74,9,23,0
14458,51,55554,1717,10212,762,31783,25,66,6,22,3
14459,45,70070,2407,16662,663,29090,31,83,0,20,3
14460,32,42841,1496,3711,712,24240,31,23,1,16,0
14461,26,45069,2126,6931,593,36260,24,80,13,20,2
14462,45,58360,1858,21155,675,0,32,35,10,12,0
14463,41,54612,1837,10035,571,0,19,64,9,18,0
14464,38,60541,1205,18286,739,7139,27,56,4,20,0
14465,61,70142,1539,13581,637,21515,31,89,5,28,2
14466,28,60427,2363,19181,711,32867,19,95,6,22,2
14467,61,28096,1566,5360,662,33639,28,37,5,13,1
14468,40,60954,1351,8999,664,27002,31,86,7,19,2
14469,18,46473,870,14365,561,12322,27,37,4,25,0
14470,37,62305,2377,21591,630,17408,27,44,1,28,4
14471,51,68537,2171,7747,624,33069,39,73,10,12,0
14472,35,60545,2310,12,599,0,30,32,4,17,4
14473,22,20000,2144,4598,568,5679,20,76,11,28,1
14474,38,49751,2538,12264,549,25684,15,66,2,13,0
14475,29,53159,1763,25256,708,6555,30,68,17,21,2
14476,45,40452,1952,11016,730,37861,16,20,5,16,1
14477,49,67081,2303,18156,669,5856,42,42,0,20,0
14478,27,58661,2564,5231,645,0,29,104,11,12,1
14479,31,60593,2042,21462,752,11753,31,28,10,25,1
14480,49,62059,1362,17352,801,33348,29,33,7,16,4
14481,29,40793,2699,17670,744,4144,24,66,4,18,2
14482,27,53273,1809,18002,678,38651,27,23,2,15,1
14483,25,85909,2548,11989,637,40678,32,47,8,20,3
14484,44,39473,1577,5228,822,38169,23,60,5,29,4
14485,43,45469,2101,4638,701,3335,28,101,0,15,1
14486,31,49277,1851,19734,791,29700,36,73,7,20,0
14487,40,46573,1182,3266,756,22203,21,59,6,14,1
14488,58,54958,1752,6323,754,22007,37,53,0,20,1
14489,28,27534,2051,4569,732,0,27,22,6,17,3
14490,18,58248,2112,6572,623,19796,35,48,10,21,1
14491,45,73866,1762,20900,716,7510,28,64,0,21,3
14492,38,58554,1784,13206,754,11290,38,76,4,20,2
14493,31,71664,1160,12243,750,7635,28,83,0,18,2
14494,47,62603,2289,13655,661,31136,29,83,7,25,1
14495,50,43511,1391,16788,722,1203,34,77,6,29,6
14496,18,23462,1776,21328,696,61406,32,103,10,20,1
14497,32,53842,1385,0,730,36783,29,71,8,24,1
14498,67,58572,1295,9549,694,2182,37,90,11,14,1
14499,47,56246,1651,7696,687,2545,21,81,5,19,3
14500,48,91228,1523,14742,831,22915,33,94,9,15,0
14501,54,66520,1372,15164,618,15106,26,42,0,22,1
14502,40,33645,1246,14069,725,6817,29,77,3,18,1
14503,49,49824,1605,6047,601,0,27,67,7,15,3
14504,48,63011,2779,14818,541,33290,19,53,11,16,0
14505,46,74466,1919,10584,703,44552,34,79,6,23,1
14506,36,46178,2472,15540,662,40680,26,67,4,18,1
14507,42,42178,2673,17650,697,8696,31,71,5,18,2
14508,32,30541,1035,16998,706,25681,27,94,3,18,0
14509,40,66263,1880,7171,656,23230,30,46,11,25,3
14510,25,62422,733,8832,684,28499,30,95,9,21,2
14511,30,47765,1834,17328,657,19074,21,35,10,29,1
14512,36,43009,1273,16762,731,4790,30,71,0,19,1
14513,28,51406,1899,9591,665,8441,34,29,5,19,1
14514,33,34687,1369,12800,627,19009,28,85,7,25,2
14515,38,42200,1693,7130,651,31596,25,52,9,21,5
14516,44,26738,2097,11682,539,22547,25,74,5,28,0
14517,51,39703,2719,13858,682,6339,25,26,13,15,0
14518,34,57650,897,14199,548,22475,29,83,10,19,1
14519,56,80615,2213,65,659,0,32,51,14,19,0
14520,51,45780,2116,13650,636,10502,33,91,5,22,0
14521,46,64624,1920,20072,737,20657,25,60,2,20,1
14522,41,42435,1419,0,740,0,18,87,9,28,2
14523,43,52394,2169,19769,747,4778,32,22,4,25,0
14524,54,59923,1728,1684,595,31704,33,74,8,26,1
14525,54,68042,1353,10195,567,16693,28,55,10,20,1
14526,56,53111,1805,26878,686,7715,31,6,6,17,3
14527,40,60219,1999,1615,698,28047,35,86,7,17,1
14528,46,49169,2362,7155,704,0,36,13,5,22,5
14529,56,65724,1149,11904,704,12651,28,45,0,25,3
14530,32,77293,2373,16129,684,6170,35,30,8,19,2
14531,36,65628,1510,27821,636,25721,32,15,5,17,1
14532,40,49755,1813,13179,672,6581,34,105,4,14,1
14533,50,56089,2105,19234,729,9030,27,129,7,22,2
14534,50,58638,2182,9234,719,22997,30,67,11,20,0
14535,37,54872,1886,12736,603,12415,25,65,4,17,5
14536,21,40352,1920,6036,704,51394,31,51,7,23,2
14537,42,40013,1379,18844,698,33811,25,49,6,16,1
14538,28,44001,1658,11561,556,27851,28,55,17,18,2
14539,22,61689,2158,12654,748,45970,33,43,2,15,0
14540,24,61200,1879,20767,656,19857,35,74,20,23,1
14541,43,54817,1874,4645,807,35480,31,72,8,21,4
14542,56,25057,1496,17935,769,5101,26,29,10,22,1
14543,40,99657,1649,26288,653,3262,24,41,9,22,4
14544,42,44385,1609,20946,697,49760,34,78,4,28,1
14545,54,42111,1303,13065,707,0,26,49,1,20,0
14546,21,92881,1796,18246,715,17549,26,39,2,20,0
14547,46,71994,1395,12161,747,13743,29,21,9,25,1
14548,39,60084,2443,16299,751,19872,30,70,5,21,3
14549,46,20000,2401,21694,689,0,33,52,13,24,0
14550,34,25140,2443,7962,660,28105,24,55,3,23,3
14551,30,51695,2169,24114,655,3600,32,32,7,28,1
14552,41,30392,764,9665,533,0,39,96,8,13,1
14553,59,59052,1246,17919,807,14582,24,43,12,15,3
14554,50,57889,1760,1587,686,35057,21,95,5,21,0
14555,33,50098,2206,6629,647,41318,20,33,9,16,0
14556,23,38454,2738,21166,665,8605,24,58,6,26,0
14557,19,39916,2760,7483,704,17436,26,74,11,21,1
14558,55,51403,1795,11243,731,15923,34,56,0,29,1
14559,28,67801,2191,14957,495,3123,27,71,2,17,1
14560,36,60762,2627,9427,720,10332,24,48,9,21,6
14561,55,45420,1186,13901,682,3475,30,78,14,22,0
14562,20,64014,2108,20565,616,37527,41,34,5,17,0
14563,57,43880,1758,16580,850,54787,32,57,9,15,1
14564,36,50941,2311,4250,769,10818,37,74,7,20,1
14565,26,40709,1216,20765,718,19805,26,76,11,22,4
14566,37,56837,1889,26894,702,14576,34,62,8,16,2
14567,31,66215,1816,16334,650,2343,34,37,3,16,1
14568,45,67630,2326,9337,613,18088,27,67,4,16,1
14569,32,58135,1364,35486,560,34153,30,87,9,16,2
